price_aprox_usd,surface_covered_in_m2,lat,lon,neighborhood
290000,79,-34.5768402,-58.4221209,Palermo
120000,54,-34.6276019,-58.5043329,Villa Luro
74000,37,-34.555328,-58.494451,Saavedra
112465.96,39,-34.574589,-58.455591,Colegiales
168000,64,-34.598701,-58.429799,Villa Crespo
180000,70,-34.5475074,-58.4842066,Saavedra
140000,78,-34.604141,-58.4102441,Almagro
165800,60,-34.5848,-58.441966,Palermo
75000,38,-34.6152061,-58.4983692,Monte Castro
250000,82,-34.5911669,-58.3984045,Recoleta
159000,56,-34.601051,-58.412161,Abasto
135000,50,-34.613167,-58.414597,Almagro
93000,42,-34.634099,-58.375622,Barracas
117000,91,-34.6110095,-58.4006314,Congreso
89000,56,-34.613579,-58.3720875,San Telmo
94000,38,-34.553292,-58.457291,Belgrano
92860,44,-34.570083,-58.476073,Villa Urquiza
290000,50,-34.5696558,-58.4329632,Las Cañitas
138000,86,-34.6021965,-58.3976573,Balvanera
116996,49,,,San Telmo
140000,78,-34.60862165,-58.41943074,Almagro
64500,33,-34.61576274,-58.50078332,Villa Devoto
260000,100,-34.6022466,-58.4301607,Almagro
119000,37,-34.59941164,-58.48519886,Villa Devoto
137000,46,-34.6082575,-58.4852234,Villa del Parque
129000,70,-34.600133,-58.374696,Centro / Microcentro
158000,72,-34.6010624,-58.4376694,Villa Crespo
96000,35,-34.556809,-58.457834,Belgrano
89500,34,-34.616703,-58.4570045,Caballito
105000,39,-34.5957503,-58.3814548,Retiro
153700,48,-34.597769,-58.42644,Villa Crespo
206675,55,-34.6132205,-58.4412194,Caballito
78000,33,-34.6032772,-58.4280128,Almagro
89000,58,-34.6353314,-58.3607084,Boca
180000,90,-34.6325443,-58.4538717,Flores
117000,52,-34.61162769,-58.41553127,Almagro
125017.42,31,-34.570884,-58.4886936,Villa Urquiza
108000,37,-34.589711,-58.393643,Recoleta
134000,82,-34.640305,-58.522947,Liniers
225000,73,-34.5507282,-58.465326,Nuñez
214000,83,-34.556375,-58.468466,Nuñez
175000,90,-34.57320413,-58.48257079,Villa Urquiza
110000,39,-34.589376,-58.419041,Palermo
110000,43,-34.6145577,-58.4038018,Balvanera
68000,36,-34.5574934,-58.4740705,Coghlan
166000,51,-34.5865453,-58.4105558,Barrio Norte
158000,58,-34.563251,-58.461207,Belgrano
245000,47,-34.617465,-58.361767,Puerto Madero
140000,75,-34.55131724,-58.48935172,Saavedra
67138,31,-34.6212158,-58.4035735,San Cristobal
80000,35,-34.59070029,-58.41932015,Palermo
165000,65,-34.620901,-58.44387,Caballito
172000,32,-34.5638911,-58.4454154,Belgrano
118400,69,-34.638352,-58.413797,Parque Patricios
125000,47,,,Palermo
132000,47,-34.5656582,-58.4652041,Villa Urquiza
84500,46,-34.60357429,-58.40756035,Once
148000,83,-34.592985,-58.44606,Villa Crespo
78000,35,-34.5843603,-58.453461,Chacarita
64940.87,37,-34.6200259,-58.4092105,Boedo
113000,44,-34.6087781,-58.4309507,Almagro
48537.94,52,-34.59521994,-58.39043008,Recoleta
165000,42,-34.5648243,-58.4390592,Belgrano
73000,36,-34.6057838,-58.459192,Caballito
98000,52,-34.637834,-58.503098,Villa Luro
70000,42,-34.631054,-58.504558,Villa Luro
58000,50,,,
89900,48,-34.602826,-58.3682693,Balvanera
249000,60,-34.5784951,-58.4375603,Palermo
106454.95,32,-34.570884,-58.4886936,Villa Urquiza
142654.19,42,-34.59585,-58.440675,Villa Crespo
89000,31,-34.5586136,-58.4460439,Belgrano
155000,43,-34.63542306,-58.36423643,Boca
135000,35,-34.5681247,-58.4779329,Villa Urquiza
85000,47,-34.6030578,-58.3915939,San Nicolás
210000,93,-34.58889218,-58.40759929,Recoleta
84313,38,-34.6008099,-58.4109401,Almagro
76000,40,-34.628264,-58.436236,Caballito
295000,91,-34.5841775,-58.4191918,Palermo
90000,48,-34.591884,-58.439262,Villa Crespo
99000,44,-34.561036,-58.465955,Belgrano
98000,40,-34.58644605,-58.40423011,Barrio Norte
83790.43,33,-34.62331997,-58.39746071,Monserrat
79000,39,-34.583457,-58.450063,Chacarita
90600,43,-34.6582271,-58.5109507,Mataderos
86200,38,-34.6161132,-58.4110941,Balvanera
75900,41,-34.597773,-58.448669,Villa Crespo
133000,75,-34.6073418,-58.3907693,Balvanera
250000,89,-34.5895459,-58.3973636,Recoleta
105000,53,-34.624943,-58.416152,Almagro
96135,37,-34.5945746,-58.4296409,Palermo
108962,46,-34.6244301,-58.3741828,San Telmo
145000,54,-34.602215,-58.436474,Villa Crespo
119900,41,-34.553048,-58.474045,Nuñez
172000,77,-34.6433814,-58.503667,Villa Luro
130000,90,-34.60714838,-58.39507379,Congreso
205000,37,-34.59516983,-58.39006151,Recoleta
233000,82,-34.5985537,-58.3973457,Barrio Norte
115000,42,-34.602694,-58.427846,Almagro
72500,37,-34.6830375,-58.3960241,San Nicolás
75000,40,,,Tribunales
149000,75,-34.6186,-58.3781,San Telmo
220000,100,-34.5393347,-58.4660263,Nuñez
120000,52,-34.60613,-58.4741353,Villa General Mitre
105000,67,-34.633471,-58.361686,Boca
98400,41,-34.597255,-58.447667,Villa Crespo
144000,73,-34.5746086,-58.5013599,Villa Pueyrredón
107000,44,-34.582397,-58.422568,Palermo
213850,92,-34.5571834,-58.4808592,Saavedra
109700,36,-34.597769,-58.42644,Villa Crespo
150000,52,-34.55366295,-58.45553307,Belgrano
67500,41,-34.6178424,-58.414139,Almagro
73000,31,-34.6227163,-58.3915063,Congreso
285000,90,-34.5894171,-58.4018627,Barrio Norte
120000,36,-34.567711,-58.4328,Palermo
85000,37,-34.5590314,-58.456366,Belgrano
220000,50,-34.5834561,-58.4280968,Palermo
267000,52,-34.5776851,-58.4243307,Palermo
72000,31,-34.6173396,-58.4493817,Caballito
179000,69,-34.54052192,-58.4675969,Nuñez
175000,94,-34.601977,-58.432479,Villa Crespo
115000,35,-34.566256,-58.482418,Villa Urquiza
79000,37,-34.571497,-58.44395,Belgrano
220000,79,-34.562147,-58.484806,Villa Urquiza
155000,98,-34.6087587,-58.4044547,Once
99445,45,-34.593335,-58.442214,Villa Crespo
365000,76,-34.5638912,-58.4454157,Belgrano
136000,42,-34.587475,-58.398707,Barrio Norte
135000,35,,,Palermo
87000,54,-34.601692,-58.372539,Centro / Microcentro
110000,31,-34.5756792,-58.43053888,Palermo
338900,96,-34.597769,-58.42644,Villa Crespo
115000,50,-34.5590677,-58.4444804,Belgrano
112781.45,50,-34.6177615,-58.383662,Balvanera
205000,68,-34.552083,-58.476375,Nuñez
76000,34,,,Floresta
180000,90,-34.609052,-58.4400304,Caballito
87600,50,-34.61747,-58.418382,Almagro
85000,55,-34.6371322,-58.4055961,Once
144196,59,-34.6209278,-58.4458736,Caballito
155000,79,-34.6103048,-58.4081857,Almagro
79000,45,-34.6508555,-58.5151685,Liniers
98000,46,-34.6094731,-58.4803833,Paternal
398414.95,96,-34.56822,-58.458337,Belgrano
115000,42,-34.575693,-58.422512,Palermo
125000,45,-34.6076685,-58.449767,Paternal
62000,31,-34.6007058,-58.3895931,Recoleta
255500,85,-34.5427503,-58.4601452,Nuñez
330000,60,-34.6040432,-58.3635071,Puerto Madero
138000,60,-34.555938,-58.477285,Saavedra
249000,86,-34.5587987,-58.4645989,Belgrano
95000,38,-34.5695975,-58.4904251,Villa Urquiza
58333,35,-34.6186349,-58.478887,Flores
125000,47,-34.60664568,-58.44908066,Villa Crespo
127400,37,-34.62818,-58.429483,Caballito
135935,47,-34.5941112,-58.4410557,Villa Crespo
168000,60,-34.6209368,-58.4446544,Caballito
101000,49,-34.6177615,-58.383662,Centro / Microcentro
270000,94,-34.631518,-58.376436,Barracas
60000,54,-34.633349,-58.358281,Boca
165000,73,-34.6075585,-58.499773,Villa del Parque
131867.98,49,-34.5403345,-58.4734852,Nuñez
290701.49,63,,,Boedo
171593,57,-34.612287,-58.422895,Almagro
119800,47,-34.5469102,-58.47859,Saavedra
136900,58,-34.578811,-58.456535,Colegiales
123000,51,-34.5421771,-58.4766418,Saavedra
166300,56,-34.57190039,-58.47449392,Villa Urquiza
82000,31,-34.6261244,-58.3859524,Constitución
67000,33,-34.5974744,-58.4871867,Villa del Parque
160000,52,,,Belgrano
118000,52,-34.5966426,-58.4349834,Villa Crespo
75000,41,-34.61039094,-58.39104829,Congreso
148000,55,-34.577168,-58.538654,Villa Devoto
225000,99,-34.553195,-58.456167,Belgrano
126737.96,50,-34.62650677,-58.42516549,Boedo
94000,47,-34.54384,-58.480901,Nuñez
135000,73,-34.63205591,-58.47081676,Flores
83500,33,-34.6371994,-58.4391556,Caballito
125000,75,-34.6303785,-58.4683497,Flores
127000,41,-34.5620844,-58.4566864,Belgrano
175000,67,-34.6442699,-58.5025351,Villa Luro
100000,40,-34.596759,-58.379846,Retiro
42900,37,-34.6186125,-58.4633363,Flores
320000,58,-34.5785999,-58.410066,Palermo
150000,67,,,
68000,38,-34.6049303,-58.4067975,Balvanera
112000,44,-34.55053045,-58.49705367,Saavedra
169000,60,-34.5770261,-58.4840109,Villa del Parque
117000,55,-34.60842911,-58.40121075,Congreso
105000,45,-34.5719303,-58.4838642,Villa Urquiza
99696,33,-34.5687846,-58.4768939,Villa Urquiza
175000,42,-34.58289541,-58.42075492,Palermo
180000,63,-34.5446865,-58.4659096,Saavedra
155000,73,-34.62754,-58.430979,Caballito
152000,82,-34.60752618,-58.51187893,Villa Devoto
254000,92,-34.5495227,-58.4692294,Nuñez
330000,65,-34.5607742,-58.4606278,Nuñez
94923,33,-34.5981394,-58.486145,Villa del Parque
115000,34,-34.5756331,-58.4363043,Palermo
237000,100,-34.5619726,-58.463709,Belgrano
239000,87,-34.6405489,-58.5299296,Caballito
175000,63,-34.54968704,-58.4675281,Nuñez
92000,35,-34.574284,-58.48177,Villa Urquiza
120000,50,-34.6009149,-58.4050038,Once
230000,90,-34.6289962,-58.4587265,Flores
103000,59,-34.6036844,-58.3815591,Congreso
118000,40,-34.596822,-58.4129729,Palermo
99108.03,41,-34.6052587,-58.4555204,Caballito
197000,78,-34.62086234,-58.45486648,Caballito
84000,35,-34.55047133,-58.46683254,Nuñez
240000,56,-34.581244,-58.442786,Palermo
112000,75,-34.6092776,-58.4059185,Once
320000,90,-34.59083,-58.407902,Palermo
176000,61,-34.5574837,-58.4806697,Saavedra
118000,38,-34.6044977,-58.4243713,Almagro
123000,68,-34.612127,-58.428647,Almagro
79395,46,-34.63093,-58.468101,Flores
295000,60,-34.61826857,-58.36139072,Puerto Madero
89000,48,-34.6429808,-58.4943971,Villa Luro
94000,37,-34.6208255,-58.4293098,Caballito
115000,38,-34.5903724,-58.4314768,Palermo
170000,65,-34.5788631,-58.4907625,Villa Urquiza
73800,41,-34.597255,-58.447667,Villa Crespo
104816.96,33,-34.5730996,-58.4389143,Palermo
115000,55,-34.637039,-58.472886,Floresta
175000,56,-34.55729,-58.450212,Belgrano
89900,31,-34.60189273,-58.43270672,Villa Crespo
80000,32,-34.5644796,-58.4722969,Coghlan
139000,90,-34.6467533,-58.4994608,Mataderos
340000,100,-34.5516347,-58.4824993,Saavedra
108000,45,-34.6047969,-58.454126,Villa Crespo
95000,64,-34.642333,-58.373266,Barracas
290000,73,-34.58212396,-58.42677979,Palermo
71500,35,-34.6082699,-58.4423974,Caballito
116929,34,-34.5777784,-58.4351583,Palermo
95000,42,-34.5570206,-58.4458093,Belgrano
98000,45,-34.594729,-58.404908,Barrio Norte
93000,42,-34.565454,-58.47375,Coghlan
100000,49,-34.566969,-58.478875,Villa Urquiza
128500,45,-34.6097224,-58.430979,Caballito
95000,51,-34.601024,-58.390883,San Nicolás
140000,90,-34.6068792,-58.4088284,Once
91189,31,-34.60144875,-58.39712529,Barrio Norte
285000,80,-34.60371374,-58.38158089,Palermo
78000,39,-34.590091,-58.3711168,San Nicolás
365000,100,-34.5962869,-58.3760423,Retiro
93000,38,-34.5820865,-58.4506784,Colegiales
195000,84,-34.604318,-58.50827,Villa Devoto
145000,98,-34.621483,-58.390128,San Cristobal
62481.09,60,-34.665052,-58.443081,Villa Soldati
165000,45,-34.610796,-58.380515,Monserrat
181000,85,-34.57356865,-58.43841772,Belgrano
79500,49,-34.632719,-58.475386,Floresta
150000,65,-34.6019437,-58.4095732,Almagro
89500,40,-34.6202466,-58.4165902,Almagro
75635,33,-34.62304442,-58.39744407,Boedo
156991.96,56,-34.62894788,-58.4680768,Flores
74000,32,,,
185000,66,-34.5665884,-58.45162406,Belgrano
140000,59,-34.577324,-58.471314,Villa Urquiza
78000,56,-34.631163,-58.362063,Boca
105000,48,-34.5769911,-58.4514747,Colegiales
149500,67,-34.616445,-58.374543,San Telmo
164000,56,-34.557199,-58.480847,Saavedra
130000,75,-34.6448698,-58.4083774,Balvanera
105000,38,-34.57766823,-58.43268113,Palermo
120000,33,-34.597205,-58.417149,Puerto Madero
81900,37,-34.6256447,-58.4611155,Flores
105000,39,,,Palermo
117000,75,-34.61852626,-58.46469198,Caballito
260000,79,-34.5915663,-58.5068965,Villa Devoto
138000,79,-34.61018191,-58.39473724,Congreso
78000,40,-34.6036844,-58.3815591,Centro / Microcentro
115000,60,-34.6186037,-58.44344,Caballito
136000,37,-34.5817888,-58.449509,Colegiales
95000,46,-34.598843,-58.415723,Palermo
210000,70,-34.5686398,-58.4438344,Belgrano
157350,55,-34.5542242,-58.4678339,Nuñez
85000,34,-34.5607997,-58.4661541,Villa Urquiza
111742.49,44,-34.62138416,-58.404454,San Cristobal
86000,35,-34.5673743,-58.4727656,Villa Urquiza
185000,53,-34.590741,-58.416323,Palermo
170000,66,-34.62784,-58.43231,Caballito
75806,35,-34.6212158,-58.4035735,San Cristobal
114000,55,-34.60433648,-58.37308196,Almagro
110000,60,-34.6486593,-58.3755346,Barracas
115000,53,-34.56989143,-58.47206655,Belgrano
60000,31,-34.60537,-58.443333,Villa del Parque
80000,44,-34.651143,-58.504233,Mataderos
100000,59,-34.6020637,-58.411252,Balvanera
58000,35,-34.627724,-58.4317953,Caballito
330000,65,-34.5607738,-58.4606282,Belgrano
160000,37,-34.575966,-58.430007,Palermo
205000,66,-34.5712553,-58.4810658,Villa Urquiza
105000,42,-34.60371374,-58.38158089,Almagro
61415,35,-34.6186349,-58.478887,Flores
107000,56,-34.552165,-58.468723,Belgrano
47543,62,-34.5413289,-58.473409,Nuñez
155000,65,-34.570048,-58.450184,Belgrano
129000,62,-34.5589314,-58.4441875,Belgrano
175000,88,-34.6236,-58.378645,San Telmo
205000,53,-34.540447,-58.473573,Nuñez
148000,67,-34.6206226,-58.3684327,San Telmo
24992.43,45,-34.5443774,-58.4795553,Saavedra
90000,33,-34.5849069,-58.4430006,Palermo
119000,85,-34.60371374,-58.38158089,Villa Luro
119000,50,-34.574613,-58.488958,Villa Urquiza
85000,35,-34.59422009,-58.40348869,Recoleta
136000,45,-34.6047969,-58.454126,Villa Crespo
55000,55,,,Villa Lugano
170000,67,-34.564492,-58.4723806,Coghlan
142785.73,56,-34.6264094,-58.45932351,Flores
170000,47,-34.5535083,-58.4540023,Belgrano
165000,34,-34.5596702,-58.4544156,Belgrano
107000,46,-34.6111519,-58.4870799,Villa Santa Rita
125000,38,-34.5571189,-58.4903117,Saavedra
84000,36,-34.61335,-58.38465,Centro / Microcentro
123000,63,-34.6005818,-58.4045072,Barrio Norte
75180,34,-34.596269,-58.497952,Villa Devoto
150000,77,-34.60371374,-58.38158089,Flores
90000,70,-34.604265,-58.460655,Caballito
155000,37,-34.587156,-58.3966617,Barrio Norte
120000,53,-34.5995352,-58.4302201,Almagro
145000,80,-34.626109,-58.366447,San Telmo
109900,42,-34.62468,-58.435206,Caballito
59031,35,-34.6186349,-58.478887,Flores
83000,40,-34.6036844,-58.3815591,Villa Crespo
100693.21,42,-34.6321116,-58.3703982,Barracas
70000,46,-34.6253806,-58.481217,Floresta
155000,66,-34.5907572,-58.4354142,Palermo
149900,54,-34.588677,-58.4137973,Palermo
125000,40,-34.5441874,-58.4789795,Saavedra
90000,42,-34.6046722,-58.4044552,Once
125000,46,-34.558751,-58.451675,Belgrano
249000,78,-34.597769,-58.42644,Villa Crespo
164000,67,-34.6196831,-58.3757822,San Telmo
112992.12,43,-34.6132024,-58.4330886,Caballito
259000,73,-34.551488,-58.463507,Nuñez
95000,40,-34.5945508,-58.4421781,Villa Crespo
85000,50,-34.6073563,-58.387814,Congreso
188500,44,-34.5900864,-58.4202008,Palermo
98000,45,-34.6380573,-58.3634811,Boca
215000,81,-34.5849876,-58.4129571,Palermo
109000,67,-34.58751,-58.510665,Villa Devoto
86000,40,-34.616075,-58.501434,Villa Devoto
110000,53,-34.571436,-58.482973,Villa Urquiza
128000,60,,,Las Cañitas
129000,55,,,
89000,42,-34.647382,-58.4772734,Parque Avellaneda
85000,34,-34.613767,-58.418684,Almagro
94000,48,-34.601996,-58.390628,Tribunales
45000,41,-34.6473525,-58.4576157,Flores
84500,46,-34.601799,-58.490956,Villa del Parque
180000,85,-34.6315575,-58.4436023,Parque Chacabuco
118000,80,-34.6327951,-58.4876292,Floresta
121515,47,-34.6244303,-58.3741828,San Telmo
91179.37,50,-34.628026,-58.360072,Boca
105000,56,-34.5532325,-58.4786497,Saavedra
238036,67,-34.589548,-58.4193856,Palermo
103000,38,-34.6362315,-58.3755151,Barracas
100000,52,-34.637834,-58.503098,Villa Luro
285000,80,-34.581244,-58.442786,Palermo
94800,43,-34.5982393,-58.4250113,Palermo
155000,99,-34.6033015,-58.4059201,Balvanera
101510,34,-34.5731507,-58.482362,Villa Urquiza
105000,70,-34.608557,-58.401282,Balvanera
145000,55,-34.6230792,-58.4090293,Boedo
110000,50,-34.61180225,-58.39827105,Congreso
220000,53,-34.58305428,-58.42413284,Palermo
106000,47,-34.6087862,-58.4304906,Caballito
160000,38,-34.5745068,-58.458131,Colegiales
72000,34,-34.61312675,-58.3996658,Congreso
158000,86,-34.615533,-58.394541,Balvanera
105000,69,-34.618862,-58.382945,Monserrat
100800,45,-34.6157142,-58.4170204,Almagro
140000,54,-34.550716,-58.45499,Nuñez
138000,58,-34.5705687,-58.448536,Belgrano
56900,35,-34.61163005,-58.40134621,Congreso
85000,35,-34.615229,-58.435214,Caballito
110000,53,-34.61105049,-58.44301831,Caballito
93000,50,-34.6145387,-58.47625771,Paternal
205000,52,-34.55774923,-58.45181465,Belgrano
165000,40,-34.5667705,-58.4718696,Villa Urquiza
95000,35,-34.5582269,-58.4583569,Belgrano
92000,60,,,Floresta
62300,33,-34.61727379,-58.41540846,Almagro
210000,59,-34.5666702,-58.4533539,Belgrano
85000,45,-34.56786726,-58.47228049,Belgrano
300000,83,-34.5847516,-58.4150253,Palermo
69458,34,-34.63099,-58.4201892,Boedo
84000,33,,,
97000,40,-34.591707,-58.425593,Palermo
120000,70,-34.577168,-58.538654,Villa del Parque
135000,60,-34.6044653,-58.4274665,Almagro
105000,43,-34.62048,-58.411564,Boedo
180000,84,-34.583298,-58.422503,Palermo
120000,56,-34.567821,-58.493614,Villa Urquiza
77500,36,-34.6014395,-58.4373077,Villa Crespo
280000,73,-34.60609785,-58.39872166,Congreso
105000,58,-34.60582,-58.402162,Balvanera
99000,55,-34.613932,-58.386225,Monserrat
89600,34,-34.5809943,-58.4908182,Villa Urquiza
84000,33,-34.609251,-58.431375,Caballito
92000,67,-34.6072575,-58.4206254,Almagro
158000,52,-34.5817888,-58.449509,Colegiales
73000,33,-34.5843603,-58.453461,Chacarita
92000,37,,,
78500,35,-34.60315215,-58.4092647,Almagro
120000,55,-34.55319,-58.47589,Saavedra
156000,48,-34.564492,-58.4723806,Coghlan
179000,77,-34.6086026,-58.4214929,Centro / Microcentro
95000,35,-34.5582269,-58.4583569,Belgrano
150000,44,-34.597824,-58.416438,Palermo
195000,58,-34.5427503,-58.4601452,Nuñez
95000,43,-34.6105808,-58.4796249,Villa del Parque
115000,36,-34.5961791,-58.4141145,Palermo
106000,57,-34.617356,-58.461357,Caballito
205000,67,-34.5641673,-58.4741508,Coghlan
109000,35,-34.5785366,-58.4574938,Colegiales
235000,66,-34.58275995,-58.4047213,Palermo
87611,34,-34.59021366,-58.4491363,Colegiales
120000,45,-34.5545156,-58.4831569,Saavedra
114803,34,,,Palermo
160000,45,-34.616571,-58.3675043,Puerto Madero
90450,31,-34.5731507,-58.482362,Villa Urquiza
330000,95,-34.56052921,-58.46632501,Nuñez
225208,88,,,San Telmo
135000,47,-34.5711496,-58.4232966,Palermo
75000,45,-34.6344727,-58.5241961,Liniers
82000,36,-34.5825736,-58.4520313,Chacarita
158000,76,-34.6277278,-58.4634637,Flores
99000,47,-34.6361792,-58.4394757,Caballito
173359,65,-34.5731507,-58.482362,Villa Urquiza
126024,49,,,San Telmo
97000,39,-34.595169,-58.407269,Recoleta
130000,47,-34.59635265,-58.37602615,Retiro
128000,57,-34.5694484,-58.4514911,Belgrano
98000,54,-34.6342368,-58.48704,Floresta
145000,43,-34.5759375,-58.4197776,Palermo
115000,40,-34.62116237,-58.40222807,San Cristobal
250000,45,-34.540334,-58.473485,Nuñez
93975,31,-34.595916,-58.408314,Recoleta
75000,54,-34.6238725,-58.3865046,Constitución
148975,50,-34.57736768,-58.4324453,Palermo
76000,34,-34.6177615,-58.383662,Centro / Microcentro
131400,40,-34.5687846,-58.4768939,Villa Urquiza
100000,37,-34.563811,-58.466804,Belgrano
155000,67,-34.546589,-58.463674,Nuñez
225000,67,,,Palermo
65000,36,-34.610315,-58.408449,Balvanera
115000,78,-34.64520338,-58.45212706,Flores
164566.71,39,-34.5518,-58.490947,Saavedra
125400,57,-34.604689,-58.494072,Villa del Parque
152800,35,,,Palermo
220000,90,-34.58940363,-58.39285842,Barrio Norte
75000,45,-34.6469378,-58.4683046,Mataderos
79900,43,-34.599902,-58.376893,San Nicolás
89000,83,-34.628967,-58.384341,Constitución
179000,93,-34.602798,-58.425008,Almagro
125000,46,-34.5789278,-58.4559767,Colegiales
121246.2,37,-34.6204532,-58.4029587,San Cristobal
99029.7,46,-34.639448,-58.4769238,Flores
245000,88,-34.577539,-58.484302,Villa Urquiza
210000,97,-34.56005076,-58.48530892,Saavedra
72379.41,42,-34.631591,-58.370191,Barracas
205000,45,-34.5403345,-58.4734852,Nuñez
115000,77,-34.616257,-58.444176,San Telmo
85000,40,-34.6170597,-58.5090007,Villa Devoto
295000,90,-34.6065152,-58.4414368,Caballito
106000,58,-34.6361792,-58.4394757,Caballito
210000,76,-34.6211671,-58.4604855,Flores
115000,48,-34.5983544,-58.415585,Palermo
165000,73,-34.5851389,-58.4123152,Recoleta
79000,36,,,Paternal
170000,66,-34.550157,-58.474418,Saavedra
120000,64,-34.62516424,-58.469467,Flores
150000,57,-34.56610895,-58.45608756,Belgrano
120000,55,-34.630264,-58.4411428,Parque Chacabuco
64900,35,-34.626,-58.39331,San Cristobal
94000,38,-34.553796,-58.4568112,Belgrano
84000,40,-34.598365,-58.4423446,Villa Crespo
